expriment_name,metric,step,value
b4_reuse_n5,eval/miou_1.0_class_building,3229.0,0.6889745593070984
b4_reuse_n5,eval/miou_1.0_class_building,6515.0,0.7206882834434509
b4_reuse_n5,eval/miou_1.0_class_building,9775.0,0.7074853777885437
b4_reuse_n5,eval/miou_1.0_class_building,13041.0,0.7193395495414734
b4_reuse_n5,eval/miou_1.0_class_building,16331.0,0.7089273929595947
b4_reuse_n5,eval/miou_1.0_class_building,19629.0,0.718894362449646
b4_reuse_n5,eval/miou_1.0_class_building,22901.0,0.7008162140846252
b4_reuse_n5,eval/miou_1.0_class_building,22901.0,0.7008162140846252
b4_reuse_n5,eval/miou_1.0_class_building,28296.0,0.705474317073822
b4_reuse_n5,eval/miou_1.0_class_building,33615.0,0.7149760127067566
b4_reuse_n5,eval/miou_1.0_class_building,38908.0,0.7305160164833069
b4_reuse_n5,eval/miou_1.0_class_building,44268.0,0.7219527363777161
b4_reuse_n5,eval/miou_1.0_class_building,49614.0,0.7196903228759766
b4_reuse_n5,eval/miou_1.0_class_building,55016.0,0.7115920782089233
b4_reuse_n5,eval/miou_1.0_class_building,60548.0,0.7250545024871826
b4_reuse_n5,eval/miou_1.0_class_building,66072.0,0.7334400415420532
b4_reuse_n5,eval/miou_1.0_class_building,71688.0,0.7265369296073914
b4_reuse_n5,eval/miou_1.0_class_object,0.0,0.022094601765275
b4_reuse_n5,eval/miou_1.0_class_object,3229.0,0.11139895021915436
b4_reuse_n5,eval/miou_1.0_class_object,6515.0,0.10549572855234146
b4_reuse_n5,eval/miou_1.0_class_object,9775.0,0.09622406959533691
b4_reuse_n5,eval/miou_1.0_class_object,13041.0,0.0939536988735199
b4_reuse_n5,eval/miou_1.0_class_object,16331.0,0.12095270305871964
b4_reuse_n5,eval/miou_1.0_class_object,19629.0,0.11941457539796829
b4_reuse_n5,eval/miou_1.0_class_object,22901.0,0.1184375137090683
b4_reuse_n5,eval/miou_1.0_class_object,22901.0,0.1184375137090683
b4_reuse_n5,eval/miou_1.0_class_object,28296.0,0.12521593272686005
b4_reuse_n5,eval/miou_1.0_class_object,33615.0,0.12971831858158112
b4_reuse_n5,eval/miou_1.0_class_object,38908.0,0.1316504329442978
b4_reuse_n5,eval/miou_1.0_class_object,44268.0,0.13275839388370514
b4_reuse_n5,eval/miou_1.0_class_object,49614.0,0.12817056477069855
b4_reuse_n5,eval/miou_1.0_class_object,55016.0,0.11913954466581345
b4_reuse_n5,eval/miou_1.0_class_object,60548.0,0.12985774874687195
b4_reuse_n5,eval/miou_1.0_class_object,66072.0,0.13227838277816772
b4_reuse_n5,eval/miou_1.0_class_object,71688.0,0.1352415382862091
b4_reuse_n5,eval/miou_1.0_class_vegetation,0.0,0.09006161242723465
b4_reuse_n5,eval/miou_1.0_class_vegetation,3229.0,0.6696621775627136
b4_reuse_n5,eval/miou_1.0_class_vegetation,6515.0,0.716005265712738
b4_reuse_n5,eval/miou_1.0_class_vegetation,9775.0,0.7035323977470398
b4_reuse_n5,eval/miou_1.0_class_vegetation,13041.0,0.7219034433364868
b4_reuse_n5,eval/miou_1.0_class_vegetation,16331.0,0.7037442922592163
b4_reuse_n5,eval/miou_1.0_class_vegetation,19629.0,0.7133394479751587
b4_reuse_n5,eval/miou_1.0_class_vegetation,22901.0,0.6891797184944153
b4_reuse_n5,eval/miou_1.0_class_vegetation,22901.0,0.6891797184944153
b4_reuse_n5,eval/miou_1.0_class_vegetation,28296.0,0.7156307101249695
b4_reuse_n5,eval/miou_1.0_class_vegetation,33615.0,0.7155556678771973
b4_reuse_n5,eval/miou_1.0_class_vegetation,38908.0,0.7274690270423889
b4_reuse_n5,eval/miou_1.0_class_vegetation,44268.0,0.7211520671844482
b4_reuse_n5,eval/miou_1.0_class_vegetation,49614.0,0.7192167639732361
b4_reuse_n5,eval/miou_1.0_class_vegetation,55016.0,0.7215155363082886
b4_reuse_n5,eval/miou_1.0_class_vegetation,60548.0,0.7256813645362854
b4_reuse_n5,eval/miou_1.0_class_vegetation,66072.0,0.7277407646179199
b4_reuse_n5,eval/miou_1.0_class_vegetation,71688.0,0.7260276675224304
b4_reuse_n5,eval/miou_1.0_class_trunk,0.0,4.446236289368244e-06
b4_reuse_n5,eval/miou_1.0_class_trunk,3229.0,0.02594633772969246
b4_reuse_n5,eval/miou_1.0_class_trunk,6515.0,0.05535890907049179
b4_reuse_n5,eval/miou_1.0_class_trunk,9775.0,0.06525751203298569
b4_reuse_n5,eval/miou_1.0_class_trunk,13041.0,0.07159309089183807
b4_reuse_n5,eval/miou_1.0_class_trunk,16331.0,0.07330259680747986
b4_reuse_n5,eval/miou_1.0_class_trunk,19629.0,0.07953585684299469
b4_reuse_n5,eval/miou_1.0_class_trunk,22901.0,0.07827608287334442
b4_reuse_n5,eval/miou_1.0_class_trunk,22901.0,0.07827608287334442
b4_reuse_n5,eval/miou_1.0_class_trunk,28296.0,0.08393137902021408
b4_reuse_n5,eval/miou_1.0_class_trunk,33615.0,0.07989832013845444
b4_reuse_n5,eval/miou_1.0_class_trunk,38908.0,0.08706918358802795
b4_reuse_n5,eval/miou_1.0_class_trunk,44268.0,0.08296013623476028
b4_reuse_n5,eval/miou_1.0_class_trunk,49614.0,0.07948140054941177
b4_reuse_n5,eval/miou_1.0_class_trunk,55016.0,0.08924496173858643
b4_reuse_n5,eval/miou_1.0_class_trunk,60548.0,0.09193234890699387
b4_reuse_n5,eval/miou_1.0_class_trunk,66072.0,0.09015867114067078
b4_reuse_n5,eval/miou_1.0_class_trunk,71688.0,0.09206191450357437
b4_reuse_n5,eval/miou_1.0_class_terrain,0.0,0.22160060703754425
b4_reuse_n5,eval/miou_1.0_class_terrain,3229.0,0.5658510327339172
b4_reuse_n5,eval/miou_1.0_class_terrain,6515.0,0.6494097709655762
b4_reuse_n5,eval/miou_1.0_class_terrain,9775.0,0.6218379735946655
b4_reuse_n5,eval/miou_1.0_class_terrain,13041.0,0.6497400999069214
b4_reuse_n5,eval/miou_1.0_class_terrain,16331.0,0.6324416399002075
b4_reuse_n5,eval/miou_1.0_class_terrain,19629.0,0.6344980001449585
b4_reuse_n5,eval/miou_1.0_class_terrain,22901.0,0.5800209641456604
b4_reuse_n5,eval/miou_1.0_class_terrain,22901.0,0.5800209641456604
b4_reuse_n5,eval/miou_1.0_class_terrain,28296.0,0.6733173131942749
b4_reuse_n5,eval/miou_1.0_class_terrain,33615.0,0.6539964079856873
b4_reuse_n5,eval/miou_1.0_class_terrain,38908.0,0.6725655198097229
b4_reuse_n5,eval/miou_1.0_class_terrain,44268.0,0.6615674495697021
b4_reuse_n5,eval/miou_1.0_class_terrain,49614.0,0.6564285159111023
b4_reuse_n5,eval/miou_1.0_class_terrain,55016.0,0.6594800353050232
b4_reuse_n5,eval/miou_1.0_class_terrain,60548.0,0.6640707850456238
b4_reuse_n5,eval/miou_1.0_class_terrain,66072.0,0.6686314344406128
b4_reuse_n5,eval/miou_1.0_class_terrain,71688.0,0.6699874997138977
b4_reuse_n11_int7,eval/miou_1.0_overall,176528.0,0.40513941645622253
b4_reuse_n11_int7,eval/miou_1.0_overall,181987.0,0.4051128327846527
b4_reuse_n11_int7,eval/miou_1.0_overall,185608.0,0.40512609481811523
b4_reuse_n11_int7,eval/miou_1.0_overall,190655.0,0.4022637903690338
b4_reuse_n11_int7,eval/miou_1.0_overall,196372.0,0.4046268165111542
b4_reuse_n11_int7,eval/miou_1.0_overall,202091.0,0.4038029611110687
b4_reuse_n11_int7,eval/miou_1.0_overall,207875.0,0.4045356512069702
b4_reuse_n11_int7,eval/miou_1.0_overall,213530.0,0.4046730101108551
b4_reuse_n11_int7,eval/miou_1.0_overall,219257.0,0.40462788939476013
b4_reuse_n11_int7,eval/miou_1.0_overall,225040.0,0.4044294059276581
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,176528.0,0.7026190161705017
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,181987.0,0.7004778385162354
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,185608.0,0.7001307010650635
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,190655.0,0.6929371356964111
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,196372.0,0.6983142495155334
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,202091.0,0.7008820176124573
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,207875.0,0.6991357207298279
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,213530.0,0.6972668170928955
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,219257.0,0.698608934879303
b4_reuse_n11_int7,eval/miou_1.0_class_vehicle,225040.0,0.6992654204368591
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,176528.0,0.0001764725020620972
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,181987.0,0.0001997445069719106
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,185608.0,0.0003482508473098278
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,190655.0,0.00019497430184856057
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,196372.0,0.00011147133045597002
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,202091.0,0.00018107026698999107
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,207875.0,0.00012538020382635295
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,213530.0,0.00011145268945256248
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,219257.0,0.00014393500168807805
b4_reuse_n11_int7,eval/miou_1.0_class_two-wheeler,225040.0,0.00013928675616625696
b4_reuse_n11_int7,eval/miou_1.0_class_person,176528.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,181987.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,185608.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,190655.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,196372.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,202091.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,207875.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,213530.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,219257.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_person,225040.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,176528.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,181987.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,185608.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,190655.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,196372.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,202091.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,207875.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,213530.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,219257.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_rider,225040.0,0.0
b4_reuse_n11_int7,eval/miou_1.0_class_road,176528.0,0.8609919548034668
b4_reuse_n11_int7,eval/miou_1.0_class_road,181987.0,0.8603805899620056
b4_reuse_n11_int7,eval/miou_1.0_class_road,185608.0,0.8619347810745239
b4_reuse_n11_int7,eval/miou_1.0_class_road,190655.0,0.8597338795661926
b4_reuse_n11_int7,eval/miou_1.0_class_road,196372.0,0.8610556721687317
b4_reuse_n11_int7,eval/miou_1.0_class_road,202091.0,0.8613165020942688
b4_reuse_n11_int7,eval/miou_1.0_class_road,207875.0,0.8600373864173889
b4_reuse_n11_int7,eval/miou_1.0_class_road,213530.0,0.8601989150047302
b4_reuse_n11_int7,eval/miou_1.0_class_road,219257.0,0.8608933687210083
b4_reuse_n11_int7,eval/miou_1.0_class_road,225040.0,0.8609161376953125
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,176528.0,0.5961189270019531
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,181987.0,0.5944621562957764
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,185608.0,0.5974816083908081
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,190655.0,0.5912166833877563
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,196372.0,0.5968878865242004
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,202091.0,0.5954983234405518
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,207875.0,0.5948229432106018
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,213530.0,0.5928278565406799
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,219257.0,0.5948294997215271
b4_reuse_n11_int7,eval/miou_1.0_class_sidewalk,225040.0,0.5950625538825989
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,176528.0,0.2010512501001358
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,181987.0,0.2079864740371704
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,185608.0,0.2010868489742279
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,190655.0,0.19973579049110413
